,country,year,born,male_born,female_born,birth_rate,fertility_rate,variation
64,gabon,2017,,,,3216.0,4.01,-0.77
65,grenade,2017,,,,1670.0,2.08,-1.0
66,georgia,2017,53293.0,27658.0,25635.0,1430.0,2.14,-4.04
67,ghana,2017,,,,2984.0,3.93,-1.46
68,gambia,2017,,,,3897.0,5.28,-1.07
69,guinea,2017,,,,3677.0,4.78,-1.59
70,equatorial_guinea,2017,,,,3373.0,4.6,-1.86
71,greece,2017,88553.0,45686.0,42867.0,820.0,1.35,-2.17
72,guatemala,2017,,,,2491.0,2.92,-1.78
73,guinea-bissau,2017,,,,3570.0,4.55,-1.68
74,guyana,2017,,,,2020.0,2.49,-0.96
75,hong_kong,2017,,,,770.0,1.13,-6.64
76,honduras,2017,,,,2186.0,2.5,-1.58
77,croatia,2017,36556.0,18845.0,17711.0,890.0,1.42,0.0
78,haiti,2017,,,,2475.0,2.99,-1.81
79,hungary,2017,94646.0,48591.0,46055.0,970.0,1.54,0.65
80,indonesia,2017,,,,1842.0,2.34,-1.1
81,ireland,2017,61824.0,31779.0,30045.0,1290.0,1.77,-2.21
82,israel,2017,,,,2110.0,3.11,0.0
83,india,2017,,,,1808.0,2.24,-1.02
84,iraq,2017,,,,2969.0,3.76,-2.64
85,iran,2017,,,,1901.0,2.12,1.58
86,iceland,2017,4071.0,2112.0,1959.0,1190.0,1.71,-1.72
87,jamaica,2017,,,,1629.0,1.99,-0.8
88,jordan,2017,,,,2262.0,2.85,-3.55
89,kenya,2017,,,,2930.0,3.57,-2.48
90,kyrgyzstan,2017,,,,2480.0,3.0,-3.23
91,cambodia,2017,,,,2289.0,2.53,-1.13
92,kiribati,2017,,,,2829.0,3.61,-1.12
93,comoros,2017,,,,3237.0,4.28,-1.66
94,saint_kitts_nevis,2014,,,,1260.0,2.11,-12.21
95,north_korea,2017,,,,1391.0,1.91,-0.31
96,south_korea,2017,357771.0,,,700.0,1.05,-10.24
97,kuwait,2017,,,,1465.0,2.08,0.05
98,kazakhstan,2017,,,,2164.0,2.75,-0.72
99,laos,2017,,,,2396.0,2.71,-1.53
100,lebanon,2017,,,,1767.0,2.1,-0.33
101,st._lucia,2017,,,,1214.0,1.45,-0.89
102,liechtenstein,2017,338.0,176.0,162.0,890.0,1.44,-10.56
103,sri_lanka,2017,,,,1611.0,2.21,-0.23
104,liberia,2017,,,,3343.0,4.39,-1.66
105,lesotho,2017,,,,2717.0,3.17,-0.81
106,lithuania,2017,28696.0,14775.0,13921.0,1010.0,1.63,-3.55
107,luxembourg,2017,6174.0,3171.0,3003.0,1040.0,1.39,-1.42
108,latvia,2017,20828.0,10797.0,10031.0,1070.0,1.69,-2.87
109,libya,2017,,,,1938.0,2.28,-1.73
110,morocco,2017,,,,1940.0,2.45,-1.53
111,monaco,2016,295.0,,,462.0,432.0,7.8
112,moldova,2017,36640.0,19304.0,18090.0,1330.0,1.26,0.0
113,montenegro,2017,7432.0,3873.0,3559.0,1190.0,1.78,-0.56
114,madagascar,2017,,,,3290.0,4.13,-1.29
115,marshall_islands,2011,,,,2900.0,4.05,-10.0
116,north_macedonia,2017,21754.0,11160.0,10594.0,1050.0,1.43,-4.67
117,mali,2017,,,,4208.0,5.97,-1.47
118,myanmar,2017,,,,1770.0,2.17,-0.64
119,mongolia,2017,,,,2483.0,2.91,-0.31
120,mauritania,2017,,,,3413.0,4.62,-1.28
121,malt,2017,4319.0,2215.0,2104.0,920.0,1.26,-8.03
122,mauricio,2017,,,,1070.0,1.44,2.86
123,maldives,2017,,,,1489.0,1.91,-2.11
124,malawi,2017,,,,3459.0,4.3,-2.38
125,mexico,2017,2234039.0,1134349.0,1099674.0,1792.0,2.16,-1.33
126,malaysia,2017,,,,1687.0,2.02,-0.88
127,mozambique,2017,,,,3788.0,4.92,-1.4
128,namibia,2017,,,,2911.0,3.45,-1.4
129,niger,2017,,,,4654.0,7.0,-1.21
130,nigeria,2017,,,,3838.0,5.46,-1.25
131,nicaragua,2017,,,,2106.0,2.43,-1.02
132,netherlands,2017,169836.0,87159.0,82677.0,990.0,1.62,-2.41
133,norway,2017,56633.0,29173.0,27460.0,1070.0,1.62,-5.26
134,nepal,2017,,,,2020.0,1.97,-2.96
135,new_zealand,2017,,,,1238.0,1.81,-3.21
136,oman,2017,,,,1979.0,2.92,-0.58
137,panama,2017,,,,1926.0,2.49,-1.07
138,peru,2017,610316.0,,,1970.0,2.28,-0.96
139,papua_new_guinea,2017,,,,2736.0,3.61,-1.29
140,philippines,2017,,,,2104.0,2.64,-2.87
141,pakistan,2017,,,,2860.0,3.56,-1.38
142,poland,2017,401982.0,206410.0,195572.0,1060.0,1.48,6.47
143,state_of_palestine,2017,,,,2991.0,3.74,-2.76
144,palau,2017,,,,1240.0,2.21,-0.9
145,paraguayan,2017,,,,2079.0,2.45,-1.05
146,taste,2017,,,,970.0,1.89,-1.1
147,romania,2017,210590.0,108146.0,102444.0,1080.0,1.78,5.33
148,serbian,2017,64894.0,33321.0,31573.0,920.0,1.49,2.05
149,russia,2017,1940579.0,984552.0,928920.0,1150.0,1.62,-8.0
150,rwanda,2017,,,,3206.0,4.09,-0.85
151,saudi_arabia,2017,,,,1832.0,2.37,-2.55
152,solomon_islands,2017,,,,3288.0,4.43,-0.4
153,seychelles,2017,,,,1720.0,2.41,0.84
154,sudan,2017,,,,3254.0,4.47,-1.39
155,sweden,2017,115416.0,59256.0,56160.0,1150.0,1.78,-3.78
156,singapore,2017,,,,890.0,1.16,-3.33
157,slovenia,2017,20241.0,10483.0,9758.0,980.0,1.62,2.53
158,slovakia,2017,57969.0,29773.0,28196.0,1070.0,1.52,2.7
159,sierra_leone,2017,,,,3394.0,4.36,-2.2
160,san_marino,2017,228.0,121.0,107.0,670.0,1.26,
161,senegal,2017,,,,3512.0,4.7,-1.53
162,somalia,2017,,,,4192.0,6.17,-1.55
163,surinam,2017,,,,1879.0,2.44,-1.05
164,south_sudan,2017,,,,3537.0,4.78,-1.65
165,sao_tome_principe,2017,,,,3197.0,4.37,-1.17
166,the_savior,2017,,,,1843.0,2.06,-0.96
167,syria,2017,,,,2412.0,2.85,-1.45
168,swatini,2017,,,,2677.0,3.02,-0.76
169,chad,2017,,,,4268.0,5.85,-1.7
170,togo,2017,,,,3355.0,4.38,-1.46
171,thailand,2017,,,,1051.0,1.53,-0.33
172,tajikistan,2017,,,,3136.0,3.61,-0.33
173,east_timor,2017,,,,2945.0,4.09,-1.52
174,turkmenistan,2017,,,,2462.0,2.84,-1.77
175,tunisia,2017,,,,1801.0,2.22,-0.85
176,tonga,2017,,,,2463.0,3.6,-1.13
177,turkiye,2017,1291055.0,662928.0,628127.0,1610.0,2.07,-1.9
178,trinidad_tobago,2017,,,,1330.0,1.74,-0.8
179,tanzania,2017,,,,3708.0,4.95,-1.24
180,ukraine,2017,363987.0,187528.0,176459.0,860.0,1.26,-6.67
181,uganda,2017,,,,3895.0,5.1,-2.8
182,uruguay,2017,48200.0,,,1396.0,1.98,-0.4
183,uzbekistan,2017,,,,2210.0,2.42,-1.47
184,saint_vincent_the_grenadines,2017,,,,1440.0,1.91,-1.04
185,venezuela,2017,615132.0,316884.0,298248.0,1823.0,2.29,-0.99
186,vietnam,2017,,,,1698.0,2.04,0.59
187,vanuatu,2017,,,,3002.0,3.82,-1.01
188,samoa,2017,,,,2469.0,3.93,-1.26
189,yemen,2017,,,,3104.0,3.89,-2.6
190,south_africa,2017,,,,2091.0,2.43,-1.1
191,zambia,2017,,,,3670.0,4.72,-1.99
192,zimbabwe,2017,,,,3173.0,3.71,-2.55
193,spain,2018,372777.0,191569.0,181208.0,7.94,1.26,-3.67
194,germany,2018,787523.0,404052.0,383471.0,9.5,1.57,0.0
195,united_kingdom,2018,730918.0,375379.0,355539.0,11.0,1.68,-3.45
196,france,2018,759199.0,388944.0,370255.0,11.3,1.87,-1.06
197,italy,2018,439747.0,226217.0,213530.0,7.3,1.29,-2.27
198,portugal,2018,87020.0,44309.0,42711.0,8.5,1.42,2.9
199,usa,2018,,,,11.6,1.73,-2.04
200,japan,2018,,,,7.4,1.42,-0.7
201,china,2018,,,,10.86,1.69,0.42
202,andorra,2018,543.0,293.0,250.0,7.2,1.27,6.72
203,united_arab_emirates,2018,,,,10.33,1.41,-2.42
204,afghanistan,2018,,,,32.49,4.47,-3.45
205,antigua_barbuda,2018,,,,15.33,1.99,-0.25
206,albanian,2018,28934.0,15025.0,13909.0,10.1,1.37,-7.43
207,armenia,2018,36574.0,19252.0,17322.0,12.3,1.57,0.64
208,angola,2018,,,,40.73,5.52,-1.45
209,argentina,2018,,,,17.02,2.26,-0.62
210,austria,2018,85535.0,43796.0,41739.0,9.7,1.47,-3.29
211,australia,2018,,,,12.6,1.74,-0.06
212,azerbaijan,2018,138982.0,74224.0,64758.0,14.0,1.73,-1.14
213,bosnia_herzegovina,2018,29467.0,16790.0,15757.0,8.4,1.27,-0.86
214,barbados,2018,,,,10.65,1.62,0.25
215,bangladesh,2018,,,,18.18,2.04,-1.26
216,belgium,2018,118319.0,60398.0,57921.0,10.4,1.62,-1.82
217,burkina_faso,2018,,,,37.93,5.19,-1.56
218,bulgaria,2018,62197.0,32144.0,30053.0,8.9,1.56,0.0
219,bahrain,2018,,,,13.99,1.99,-1.14
220,burundi,2018,,,,39.01,5.41,-1.67
221,benin,2018,,,,36.22,4.84,-1.43
222,brunei,2018,,,,14.9,1.85,-1.75
223,bolivian,2018,,,,21.75,2.73,-1.69
224,brazil,2018,,,,13.92,1.73,-0.52
225,bahamas,2018,,,,13.97,1.75,-0.57
226,bhutan,2018,,,,17.26,1.98,-0.95
227,botswana,2018,,,,24.82,2.87,-1.24
228,belarus,2018,94042.0,48240.0,45802.0,9.9,1.45,-5.84
229,belize,2018,,,,20.79,2.31,-1.66
230,canada,2018,388729.0,199381.0,189348.0,10.1,1.5,-2.6
231,democratic_republic_of_congo,2018,,,,41.18,5.92,-1.63
232,central_african_republic,2018,,,,35.35,4.72,-1.56
233,republic_of_congo,2018,,,,32.86,4.43,-1.2
234,swiss,2018,87851.0,45013.0,42838.0,10.3,1.52,0.0
235,ivory_coast,2018,,,,35.74,4.65,-1.17
236,chili,2018,,,,12.43,1.65,-1.73
237,cameroon,2018,,,,35.39,4.57,-1.44
238,colombia,2018,649742.0,333299.0,316443.0,14.88,1.81,-0.99
239,costa_rica,2018,,,,13.97,1.75,-1.02
240,cuba,2018,,,,10.17,1.62,-1.16
241,cape_verde,2018,,,,19.49,2.27,-1.52
242,cyprus,2018,9329.0,4771.0,4558.0,10.7,1.32,0.0
243,czech_republic,2018,114036.0,58256.0,55780.0,10.7,1.71,1.18
244,djibouti,2018,,,,21.47,2.73,-2.05
245,denmark,2018,61476.0,31611.0,29865.0,10.6,1.73,-1.14
246,dominica,2017,,,,9.6,1.9,0.0
247,dominican_republic,2018,,,,19.51,2.35,-0.89
248,algeria,2018,,,,24.28,3.02,-0.72
249,ecuador,2018,,,,19.72,2.43,-0.98
250,estonia,2018,14367.0,7345.0,7022.0,10.9,1.67,5.03
251,egypt,2018,,,,26.38,3.33,-1.31
252,eritrea,2018,,,,30.3,4.06,-1.36
253,ethiopia,2018,,,,32.34,4.25,-2.37
254,finland,2018,47577.0,24630.0,22947.0,8.6,1.41,-5.37
255,fiji,2018,,,,21.28,2.77,-0.5
256,federated_states_of_micronesia,2018,,,,22.82,3.05,-1.45
257,gabon,2018,,,,31.61,3.97,-0.97
258,grenade,2018,,,,16.47,2.06,-0.96
259,georgia,2018,51138.0,26538.0,24600.0,13.7,2.09,-2.34
260,ghana,2018,,,,29.41,3.87,-1.43
261,gambia,2018,,,,38.54,5.22,-1.17
262,guinea,2018,,,,36.36,4.7,-1.61
263,equatorial_guinea,2018,,,,33.24,4.51,-1.87
264,greece,2018,86440.0,44525.0,41915.0,8.1,1.35,0.0
265,guatemala,2018,,,,24.56,2.87,-1.71
266,guinea-bissau,2018,,,,35.13,4.48,-1.69
267,guyana,2018,,,,19.97,2.46,-0.93
268,hong_kong,2018,,,,7.2,1.07,-4.71
269,honduras,2018,,,,21.6,2.46,-1.44
270,croatia,2018,36945.0,19078.0,17867.0,9.0,1.47,3.52
271,haiti,2018,,,,24.35,2.94,-1.71
272,hungary,2018,93467.0,48008.0,45459.0,9.6,1.55,0.65
273,indonesia,2018,,,,18.07,2.31,-1.07
274,ireland,2018,61022.0,31306.0,29716.0,12.5,1.75,-1.13
275,israel,2018,,,,20.8,3.09,-0.64
276,india,2018,,,,17.86,2.22,-0.94
277,iraq,2018,,,,29.08,3.67,-2.39
278,iran,2018,,,,18.78,2.14,0.99
279,iceland,2018,4228.0,2242.0,1986.0,12.0,1.71,0.0
280,jamaica,2018,,,,16.1,1.98,-0.7
281,jordan,2018,,,,21.98,2.76,-3.09
282,kenya,2018,,,,28.75,3.49,-2.24
283,kyrgyzstan,2018,,,,27.1,3.3,10.0
284,cambodia,2018,,,,22.46,2.5,-1.07
285,kiribati,2018,,,,27.89,3.57,-1.14
286,comoros,2018,,,,31.88,4.21,-1.64
287,saint_kitts_nevis,2014,,,,12.6,2.11,-12.21
288,north_korea,2018,,,,13.89,1.9,-0.37
289,south_korea,2018,326822.0,,,6.4,0.98,-7.13
290,kuwait,2018,,,,13.94,2.08,-0.05
291,kazakhstan,2018,,,,21.77,2.84,3.27
292,laos,2018,,,,23.55,2.67,-1.55
293,lebanon,2018,,,,17.55,2.09,-0.48
294,st._lucia,2018,,,,12.0,1.44,-0.83
295,liechtenstein,2018,378.0,192.0,186.0,9.9,1.58,9.72
296,sri_lanka,2018,,,,15.83,2.2,-0.32
297,liberia,2018,,,,33.04,4.32,-1.64
298,lesotho,2018,,,,26.81,3.14,-0.95
299,lithuania,2018,28149.0,14362.0,13787.0,10.0,1.63,0.0
300,luxembourg,2018,6274.0,3196.0,3078.0,10.3,1.38,-0.72
301,latvia,2018,19314.0,9995.0,9319.0,10.0,1.6,-5.33
302,libya,2018,,,,18.83,2.24,-1.62
303,morocco,2018,,,,18.94,2.42,-1.47
304,monaco,2018,227.0,,,462.0,432.0,5.9
305,moldova,2018,34764.0,19304.0,18090.0,12.8,1.26,0.24
306,montenegro,2018,7264.0,3771.0,3493.0,11.7,1.76,-1.12
307,madagascar,2018,,,,32.66,4.08,-1.28
308,marshall_islands,2011,,,,29.0,4.05,-10.0
309,north_macedonia,2018,21333.0,11173.0,10160.0,10.3,1.42,-0.7
310,mali,2018,,,,41.54,5.88,-1.52
311,myanmar,2018,,,,17.55,2.15,-0.65
312,mongolia,2018,,,,24.13,2.9,-0.65
313,mauritania,2018,,,,33.69,4.56,-1.26
314,malt,2018,4444.0,2278.0,2166.0,9.2,1.23,-2.38
315,mauricio,2018,,,,10.2,1.41,-2.08
316,maldives,2018,,,,14.2,1.87,-1.89
317,malawi,2018,,,,34.12,4.21,-2.16
318,mexico,2018,2162535.0,1098674.0,1063826.0,17.6,2.13,-1.3
319,malaysia,2018,,,,16.75,2.0,-0.89
320,mozambique,2018,,,,37.52,4.85,-1.42
321,namibia,2018,,,,28.64,3.4,-1.48
322,niger,2018,,,,46.08,6.91,-1.26
323,nigeria,2018,,,,37.91,5.39,-1.28
324,nicaragua,2018,,,,20.64,2.4,-1.07
325,netherlands,2018,168525.0,86204.0,82321.0,9.8,1.59,-1.85
326,norway,2018,55120.0,28430.0,26690.0,10.4,1.56,-3.7
327,nepal,2018,,,,19.89,1.92,-2.54
328,new_zealand,2018,,,,11.84,1.71,-5.52
329,oman,2018,,,,19.19,2.89,-1.1
330,panama,2018,,,,18.98,2.46,-1.05
331,peru,2018,601781.0,,,19.1,2.25,-0.92
332,papua_new_guinea,2018,,,,27.07,3.56,-1.27
333,philippines,2018,,,,20.55,2.58,-2.42
334,pakistan,2018,,,,28.25,3.51,-1.46
335,poland,2018,388178.0,199820.0,188358.0,10.2,1.46,-1.35
336,state_of_palestine,2018,,,,29.28,3.64,-2.54
337,palau,2018,,,,14.0,2.21,-0.9
338,paraguayan,2018,,,,20.57,2.43,-0.98
339,taste,2018,,,,9.54,1.87,-1.06
340,romania,2018,210290.0,104005.0,98739.0,10.8,1.76,-1.12
341,serbian,2018,63975.0,33208.0,30767.0,9.2,1.49,0.0
342,russia,2018,1940579.0,984552.0,928920.0,10.9,1.58,-2.59
343,rwanda,2018,,,,31.7,4.04,-1.08
344,saudi_arabia,2018,,,,17.8,2.32,-2.28
345,solomon_islands,2018,,,,32.44,4.4,-0.7
346,seychelles,2018,,,,17.1,2.41,0.0
347,sudan,2018,,,,32.18,4.41,-1.39
348,sweden,2018,115832.0,59534.0,56298.0,11.4,1.76,-1.12
349,singapore,2018,,,,8.8,1.14,-1.72
350,slovenia,2018,19585.0,10157.0,9428.0,9.4,1.6,-1.23
351,slovakia,2018,57639.0,29674.0,27965.0,10.6,1.54,1.32
352,sierra_leone,2018,,,,33.41,4.26,-2.2
353,san_marino,2018,235.0,121.0,107.0,6.8,1.26,
354,senegal,2018,,,,34.52,4.63,-1.53
355,somalia,2018,,,,41.75,6.07,-1.56
356,surinam,2018,,,,18.54,2.42,-1.02
357,south_sudan,2018,,,,35.01,4.7,-1.65
358,sao_tome_principe,2018,,,,31.54,4.32,-1.21
359,the_savior,2018,,,,18.25,2.04,-0.97
360,syria,2018,,,,23.69,2.81,-1.37
361,swatini,2018,,,,26.34,2.99,-0.93
362,chad,2018,,,,42.17,5.75,-1.69
363,togo,2018,,,,33.11,4.32,-1.46
364,thailand,2018,,,,10.34,1.53,-0.46
365,tajikistan,2018,,,,30.76,3.59,-0.58
366,east_timor,2018,,,,29.42,4.02,-1.71
367,turkmenistan,2018,,,,23.83,2.79,-1.76
368,tunisia,2018,,,,17.56,2.2,-0.99
369,tonga,2018,,,,24.3,3.56,-1.08
370,turkiye,2018,1248847.0,641056.0,607791.0,15.3,1.99,-3.86
371,trinidad_tobago,2018,,,,12.94,1.73,-0.81
372,tanzania,2018,,,,36.7,4.89,-1.23
373,ukraine,2018,335874.0,173417.0,162457.0,8.0,1.2,-4.76
374,uganda,2018,,,,38.14,4.96,-2.75
375,uruguay,2018,48200.0,,,13.86,1.97,-0.5
376,uzbekistan,2018,,,,23.3,2.6,7.65
377,saint_vincent_the_grenadines,2018,,,,14.24,1.89,-1.05
378,venezuela,2018,615132.0,316884.0,298248.0,17.88,2.27,-0.96
379,vietnam,2018,,,,16.75,2.05,0.34
380,vanuatu,2018,,,,29.6,3.78,-0.99
381,samoa,2018,,,,24.38,3.88,-1.25
382,yemen,2018,,,,30.45,3.79,-2.52
383,south_africa,2018,,,,20.51,2.41,-1.03
384,zambia,2018,,,,36.19,4.63,-1.8
385,zimbabwe,2018,,,,30.68,3.62,-2.48
386,spain,2019,360617.0,185523.0,175094.0,7.62,1.24,-2.24
387,germany,2019,778090.0,399292.0,378798.0,9.4,1.54,-1.91
388,united_kingdom,2019,712699.0,375379.0,355539.0,10.7,1.63,-2.98
389,france,2019,754008.0,385340.0,368668.0,11.2,1.86,-0.53
390,italy,2019,420084.0,215387.0,204697.0,7.0,1.27,-1.55
391,portugal,2019,86579.0,44539.0,42040.0,8.4,1.43,0.7
392,usa,2019,,,,11.4,1.71,-1.36
393,japan,2019,,,,7.0,1.36,-4.23
394,china,2019,,,,10.41,1.7,0.36
395,andorra,2019,539.0,293.0,250.0,7.0,1.27,6.72
396,united_arab_emirates,2019,,,,10.22,1.39,-1.84
397,afghanistan,2019,,,,31.8,4.32,-3.4
398,antigua_barbuda,2019,,,,15.11,1.99,-0.35
399,albanian,2019,28561.0,14893.0,13668.0,10.0,1.6,16.57
400,armenia,2019,36041.0,19252.0,17322.0,12.2,1.6,1.91
401,angola,2019,,,,40.23,5.44,-1.4
402,argentina,2019,,,,16.83,2.25,-0.62
403,austria,2019,84952.0,43580.0,41372.0,9.6,1.46,-0.68
404,australia,2019,,,,12.1,1.66,-4.77
405,azerbaijan,2019,141179.0,75160.0,66019.0,14.1,1.81,4.62
406,bosnia_herzegovina,2019,29467.0,16790.0,15757.0,7.94,1.25,-0.87
407,barbados,2019,,,,10.62,1.62,0.25
408,bangladesh,2019,,,,17.87,2.01,-1.23
409,belgium,2019,117695.0,59912.0,57783.0,10.2,1.6,-1.23
410,burkina_faso,2019,,,,37.45,5.11,-1.54
411,bulgaria,2019,61538.0,31515.0,30023.0,8.8,1.58,1.28
412,bahrain,2019,,,,13.62,1.96,-1.16
413,burundi,2019,,,,38.38,5.32,-1.65
414,benin,2019,,,,35.83,4.77,-1.43
415,brunei,2019,,,,14.46,1.82,-1.57
416,bolivian,2019,,,,21.46,2.69,-1.54
417,brazil,2019,,,,13.7,1.72,-0.64
418,bahamas,2019,,,,13.88,1.74,-0.51
419,bhutan,2019,,,,17.01,1.95,-1.06
420,botswana,2019,,,,24.23,2.84,-1.32
421,belarus,2019,87602.0,48240.0,45802.0,9.3,1.38,-4.69
422,belize,2019,,,,20.51,2.27,-1.43
423,canada,2019,388729.0,199381.0,189348.0,9.9,1.47,-2.0
424,democratic_republic_of_congo,2019,,,,40.64,5.82,-1.69
425,central_african_republic,2019,,,,35.09,4.65,-1.61
426,republic_of_congo,2019,,,,32.4,4.37,-1.22
427,swiss,2019,86172.0,44123.0,42049.0,10.0,1.48,-2.63
428,ivory_coast,2019,,,,35.46,4.59,-1.2
429,chili,2019,,,,12.19,1.63,-1.33
430,cameroon,2019,,,,34.89,4.51,-1.44
431,colombia,2019,649742.0,333299.0,316443.0,14.66,1.79,-1.0
432,costa_rica,2019,,,,13.69,1.74,-0.97
433,cuba,2019,,,,9.96,1.6,-0.99
434,cape_verde,2019,,,,19.06,2.24,-1.41
435,cyprus,2019,9548.0,4850.0,4698.0,10.8,1.33,0.76
436,czech_republic,2019,112231.0,57585.0,54646.0,10.5,1.71,0.0
437,djibouti,2019,,,,21.0,2.68,-1.91
438,denmark,2019,61167.0,31519.0,29648.0,10.5,1.7,-1.73
439,dominica,2017,,,,9.6,1.9,0.0
440,dominican_republic,2019,,,,19.19,2.32,-0.98
441,algeria,2019,,,,23.58,2.99,-1.16
442,ecuador,2019,,,,19.46,2.4,-0.99
443,estonia,2019,14099.0,7212.0,6887.0,10.6,1.66,-0.6
444,egypt,2019,,,,25.71,3.28,-1.38
445,eritrea,2019,,,,29.74,4.0,-1.45
446,ethiopia,2019,,,,31.9,4.15,-2.38
447,finland,2019,45613.0,23186.0,22427.0,8.3,1.35,-4.26
448,fiji,2019,,,,20.95,2.75,-0.72
449,federated_states_of_micronesia,2019,,,,22.71,3.01,-1.41
450,gabon,2019,,,,30.97,3.92,-1.18
451,grenade,2019,,,,16.2,2.04,-1.02
452,georgia,2019,48296.0,25029.0,23267.0,13.0,2.02,-3.35
453,ghana,2019,,,,28.99,3.82,-1.4
454,gambia,2019,,,,38.07,5.15,-1.25
455,guinea,2019,,,,35.97,4.63,-1.6
456,equatorial_guinea,2019,,,,32.78,4.43,-1.86
457,greece,2019,83763.0,42945.0,40818.0,7.8,1.34,-0.74
458,guatemala,2019,,,,24.21,2.82,-1.67
459,guinea-bissau,2019,,,,34.56,4.4,-1.65
460,guyana,2019,,,,19.72,2.44,-0.89
461,hong_kong,2019,,,,7.0,1.05,-1.96
462,honduras,2019,,,,21.34,2.43,-1.34
463,croatia,2019,36135.0,18478.0,17657.0,8.9,1.47,0.0
464,haiti,2019,,,,23.96,2.89,-1.64
465,hungary,2019,93100.0,47984.0,45116.0,9.5,1.55,0.0
466,indonesia,2019,,,,17.75,2.29,-1.0
467,ireland,2019,59289.0,30270.0,29019.0,12.0,1.71,-2.29
468,israel,2019,,,,20.1,3.01,-2.59
469,india,2019,,,,17.64,2.2,-0.9
470,iraq,2019,,,,28.56,3.6,-2.04
471,iran,2019,,,,18.42,2.15,0.42
472,iceland,2019,4452.0,2267.0,2185.0,12.3,1.74,1.75
473,jamaica,2019,,,,15.91,1.97,-0.71
474,jordan,2019,,,,21.48,2.69,-2.54
475,kenya,2019,,,,28.3,3.42,-1.98
476,kyrgyzstan,2019,,,,26.9,3.3,0.0
477,cambodia,2019,,,,22.02,2.48,-1.0
478,kiribati,2019,,,,27.45,3.53,-1.09
479,comoros,2019,,,,31.41,4.14,-1.59
480,saint_kitts_nevis,2019,,,,11.2,2.11,-12.21
481,north_korea,2019,,,,13.85,1.9,-0.42
482,south_korea,2019,302676.0,,,5.9,0.92,-6.04
483,kuwait,2019,,,,13.25,2.08,-0.24
484,kazakhstan,2019,,,,21.73,2.9,2.11
485,laos,2019,,,,23.12,2.63,-1.54
486,lebanon,2019,,,,17.38,2.08,-0.57
487,st._lucia,2019,,,,11.84,1.42,-0.84
488,liechtenstein,2019,356.0,182.0,174.0,9.2,1.48,-6.33
489,sri_lanka,2019,,,,15.54,2.19,-0.5
490,liberia,2019,,,,32.69,4.25,-1.58
491,lesotho,2019,,,,26.42,3.11,-1.05
492,lithuania,2019,27393.0,14086.0,13307.0,9.8,1.61,-1.23
493,luxembourg,2019,6230.0,3107.0,3123.0,10.0,1.34,-2.9
494,latvia,2019,18786.0,9629.0,9157.0,9.8,1.61,0.63
495,libya,2019,,,,18.3,2.21,-1.52
496,morocco,2019,,,,18.5,2.38,-1.37
497,monaco,2018,227.0,,,462.0,432.0,5.9
498,moldova,2019,32022.0,19304.0,18090.0,12.0,1.27,0.55
499,montenegro,2019,7223.0,3777.0,3446.0,11.6,1.77,0.57
500,madagascar,2019,,,,32.41,4.03,-1.25
501,marshall_islands,2011,,,,29.0,4.05,-10.0
502,north_macedonia,2019,19845.0,10276.0,9569.0,9.6,1.34,-5.63
503,mali,2019,,,,41.04,5.79,-1.57
504,myanmar,2019,,,,17.4,2.14,-0.74
505,mongolia,2019,,,,23.36,2.87,-0.97
506,mauritania,2019,,,,33.26,4.5,-1.27
507,malt,2019,4350.0,2260.0,2090.0,8.6,1.14,-7.32
508,mauricio,2019,,,,10.2,1.4,-0.71
509,maldives,2019,,,,13.58,1.84,-1.6
510,malawi,2019,,,,33.73,4.13,-1.95
511,mexico,2019,2092214.0,1061978.0,1030194.0,17.3,2.1,-1.22
512,malaysia,2019,,,,16.61,1.98,-0.9
513,mozambique,2019,,,,37.17,4.78,-1.42
514,namibia,2019,,,,28.15,3.34,-1.53
515,niger,2019,,,,45.64,6.82,-1.29
516,nigeria,2019,,,,37.45,5.32,-1.3
517,nicaragua,2019,,,,20.22,2.38,-1.12
518,netherlands,2019,169680.0,86893.0,82787.0,9.8,1.57,-1.26
519,norway,2019,54495.0,28042.0,26453.0,10.2,1.53,-1.92
520,nepal,2019,,,,19.58,1.88,-2.14
521,new_zealand,2019,,,,11.96,1.72,0.58
522,oman,2019,,,,18.51,2.84,-1.59
523,panama,2019,,,,18.71,2.44,-0.98
524,peru,2019,581022.0,,,18.1,2.23,-0.93
525,papua_new_guinea,2019,,,,26.79,3.52,-1.23
526,philippines,2019,,,,20.17,2.53,-1.94
527,pakistan,2019,,,,27.84,3.45,-1.6
528,poland,2019,374954.0,192685.0,182269.0,9.9,1.44,-1.37
529,state_of_palestine,2019,,,,28.72,3.56,-2.28
530,palau,2019,,,,11.2,2.21,-0.9
531,paraguayan,2019,,,,20.34,2.41,-0.99
532,taste,2019,,,,9.39,1.85,-1.07
533,romania,2019,199720.0,102401.0,97319.0,10.3,1.77,0.57
534,serbian,2019,64399.0,33137.0,31262.0,9.3,1.52,2.01
535,russia,2019,1940579.0,984552.0,928920.0,10.1,1.5,-4.75
536,rwanda,2019,,,,31.25,3.99,-1.34
537,saudi_arabia,2019,,,,17.3,2.28,-1.9
538,solomon_islands,2019,,,,31.96,4.36,-0.95
539,seychelles,2019,,,,16.4,2.36,-2.07
540,sudan,2019,,,,31.83,4.35,-1.36
541,sweden,2019,114523.0,59002.0,55521.0,11.1,1.71,-2.84
542,singapore,2019,,,,8.8,1.14,0.0
